date,latitude,longitude,country,Search Count,location,geo_code,search_term,year,language_code
6/23/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
6/30/2024,53.8007554,-1.5490774,United Kingdom,10,Leeds,GB-ENG,Cooking Fish,2024,en
7/7/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
7/14/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
7/21/2024,53.8007554,-1.5490774,United Kingdom,11,Leeds,GB-ENG,Cooking Fish,2024,en
7/28/2024,53.8007554,-1.5490774,United Kingdom,9,Leeds,GB-ENG,Cooking Fish,2024,en
8/4/2024,53.8007554,-1.5490774,United Kingdom,9,Leeds,GB-ENG,Cooking Fish,2024,en
8/11/2024,53.8007554,-1.5490774,United Kingdom,14,Leeds,GB-ENG,Cooking Fish,2024,en
8/18/2024,53.8007554,-1.5490774,United Kingdom,14,Leeds,GB-ENG,Cooking Fish,2024,en
8/25/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
9/1/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Cooking Fish,2024,en
9/8/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
9/15/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
9/22/2024,53.8007554,-1.5490774,United Kingdom,11,Leeds,GB-ENG,Cooking Fish,2024,en
9/29/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
10/6/2024,53.8007554,-1.5490774,United Kingdom,11,Leeds,GB-ENG,Cooking Fish,2024,en
10/13/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
10/20/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
10/27/2024,53.8007554,-1.5490774,United Kingdom,11,Leeds,GB-ENG,Cooking Fish,2024,en
11/3/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
11/10/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
11/17/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
11/24/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Cooking Fish,2024,en
12/1/2024,53.8007554,-1.5490774,United Kingdom,11,Leeds,GB-ENG,Cooking Fish,2024,en
12/8/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
12/15/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
12/22/2024,53.8007554,-1.5490774,United Kingdom,12,Leeds,GB-ENG,Cooking Fish,2024,en
12/29/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Cooking Fish,2024,en
12/31/2023,53.8007554,-1.5490774,United Kingdom,61,Leeds,GB-ENG,Fishing,2024,en
1/7/2024,53.8007554,-1.5490774,United Kingdom,53,Leeds,GB-ENG,Fishing,2024,en
1/14/2024,53.8007554,-1.5490774,United Kingdom,53,Leeds,GB-ENG,Fishing,2024,en
1/21/2024,53.8007554,-1.5490774,United Kingdom,53,Leeds,GB-ENG,Fishing,2024,en
1/28/2024,53.8007554,-1.5490774,United Kingdom,51,Leeds,GB-ENG,Fishing,2024,en
2/4/2024,53.8007554,-1.5490774,United Kingdom,54,Leeds,GB-ENG,Fishing,2024,en
2/11/2024,53.8007554,-1.5490774,United Kingdom,54,Leeds,GB-ENG,Fishing,2024,en
2/18/2024,53.8007554,-1.5490774,United Kingdom,57,Leeds,GB-ENG,Fishing,2024,en
2/25/2024,53.8007554,-1.5490774,United Kingdom,58,Leeds,GB-ENG,Fishing,2024,en
3/3/2024,53.8007554,-1.5490774,United Kingdom,56,Leeds,GB-ENG,Fishing,2024,en
3/10/2024,53.8007554,-1.5490774,United Kingdom,58,Leeds,GB-ENG,Fishing,2024,en
3/17/2024,53.8007554,-1.5490774,United Kingdom,65,Leeds,GB-ENG,Fishing,2024,en
3/24/2024,53.8007554,-1.5490774,United Kingdom,69,Leeds,GB-ENG,Fishing,2024,en
3/31/2024,53.8007554,-1.5490774,United Kingdom,70,Leeds,GB-ENG,Fishing,2024,en
4/7/2024,53.8007554,-1.5490774,United Kingdom,69,Leeds,GB-ENG,Fishing,2024,en
4/14/2024,53.8007554,-1.5490774,United Kingdom,66,Leeds,GB-ENG,Fishing,2024,en
4/21/2024,53.8007554,-1.5490774,United Kingdom,65,Leeds,GB-ENG,Fishing,2024,en
4/28/2024,53.8007554,-1.5490774,United Kingdom,69,Leeds,GB-ENG,Fishing,2024,en
5/5/2024,53.8007554,-1.5490774,United Kingdom,76,Leeds,GB-ENG,Fishing,2024,en
5/12/2024,53.8007554,-1.5490774,United Kingdom,72,Leeds,GB-ENG,Fishing,2024,en
5/19/2024,53.8007554,-1.5490774,United Kingdom,73,Leeds,GB-ENG,Fishing,2024,en
5/26/2024,53.8007554,-1.5490774,United Kingdom,83,Leeds,GB-ENG,Fishing,2024,en
6/2/2024,53.8007554,-1.5490774,United Kingdom,81,Leeds,GB-ENG,Fishing,2024,en
6/9/2024,53.8007554,-1.5490774,United Kingdom,77,Leeds,GB-ENG,Fishing,2024,en
6/16/2024,53.8007554,-1.5490774,United Kingdom,85,Leeds,GB-ENG,Fishing,2024,en
6/23/2024,53.8007554,-1.5490774,United Kingdom,82,Leeds,GB-ENG,Fishing,2024,en
6/30/2024,53.8007554,-1.5490774,United Kingdom,75,Leeds,GB-ENG,Fishing,2024,en
7/7/2024,53.8007554,-1.5490774,United Kingdom,77,Leeds,GB-ENG,Fishing,2024,en
7/14/2024,53.8007554,-1.5490774,United Kingdom,85,Leeds,GB-ENG,Fishing,2024,en
7/21/2024,53.8007554,-1.5490774,United Kingdom,95,Leeds,GB-ENG,Fishing,2024,en
7/28/2024,53.8007554,-1.5490774,United Kingdom,90,Leeds,GB-ENG,Fishing,2024,en
8/4/2024,53.8007554,-1.5490774,United Kingdom,90,Leeds,GB-ENG,Fishing,2024,en
8/11/2024,53.8007554,-1.5490774,United Kingdom,94,Leeds,GB-ENG,Fishing,2024,en
8/18/2024,53.8007554,-1.5490774,United Kingdom,91,Leeds,GB-ENG,Fishing,2024,en
8/25/2024,53.8007554,-1.5490774,United Kingdom,100,Leeds,GB-ENG,Fishing,2024,en
9/1/2024,53.8007554,-1.5490774,United Kingdom,83,Leeds,GB-ENG,Fishing,2024,en
9/8/2024,53.8007554,-1.5490774,United Kingdom,81,Leeds,GB-ENG,Fishing,2024,en
9/15/2024,53.8007554,-1.5490774,United Kingdom,77,Leeds,GB-ENG,Fishing,2024,en
9/22/2024,53.8007554,-1.5490774,United Kingdom,77,Leeds,GB-ENG,Fishing,2024,en
9/29/2024,53.8007554,-1.5490774,United Kingdom,69,Leeds,GB-ENG,Fishing,2024,en
10/6/2024,53.8007554,-1.5490774,United Kingdom,69,Leeds,GB-ENG,Fishing,2024,en
10/13/2024,53.8007554,-1.5490774,United Kingdom,67,Leeds,GB-ENG,Fishing,2024,en
10/20/2024,53.8007554,-1.5490774,United Kingdom,68,Leeds,GB-ENG,Fishing,2024,en
10/27/2024,53.8007554,-1.5490774,United Kingdom,65,Leeds,GB-ENG,Fishing,2024,en
11/3/2024,53.8007554,-1.5490774,United Kingdom,59,Leeds,GB-ENG,Fishing,2024,en
11/10/2024,53.8007554,-1.5490774,United Kingdom,62,Leeds,GB-ENG,Fishing,2024,en
11/17/2024,53.8007554,-1.5490774,United Kingdom,56,Leeds,GB-ENG,Fishing,2024,en
11/24/2024,53.8007554,-1.5490774,United Kingdom,52,Leeds,GB-ENG,Fishing,2024,en
12/1/2024,53.8007554,-1.5490774,United Kingdom,57,Leeds,GB-ENG,Fishing,2024,en
12/8/2024,53.8007554,-1.5490774,United Kingdom,53,Leeds,GB-ENG,Fishing,2024,en
12/15/2024,53.8007554,-1.5490774,United Kingdom,56,Leeds,GB-ENG,Fishing,2024,en
12/22/2024,53.8007554,-1.5490774,United Kingdom,77,Leeds,GB-ENG,Fishing,2024,en
12/29/2024,53.8007554,-1.5490774,United Kingdom,72,Leeds,GB-ENG,Fishing,2024,en
12/31/2023,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Bait,2024,en
1/7/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Fishing Bait,2024,en
1/14/2024,53.8007554,-1.5490774,United Kingdom,16,Leeds,GB-ENG,Fishing Bait,2024,en
1/21/2024,53.8007554,-1.5490774,United Kingdom,13,Leeds,GB-ENG,Fishing Bait,2024,en
1/28/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Bait,2024,en
2/4/2024,53.8007554,-1.5490774,United Kingdom,16,Leeds,GB-ENG,Fishing Bait,2024,en
2/11/2024,53.8007554,-1.5490774,United Kingdom,17,Leeds,GB-ENG,Fishing Bait,2024,en
2/18/2024,53.8007554,-1.5490774,United Kingdom,17,Leeds,GB-ENG,Fishing Bait,2024,en
2/25/2024,53.8007554,-1.5490774,United Kingdom,17,Leeds,GB-ENG,Fishing Bait,2024,en
3/3/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Fishing Bait,2024,en
3/10/2024,53.8007554,-1.5490774,United Kingdom,17,Leeds,GB-ENG,Fishing Bait,2024,en
3/17/2024,53.8007554,-1.5490774,United Kingdom,17,Leeds,GB-ENG,Fishing Bait,2024,en
3/24/2024,53.8007554,-1.5490774,United Kingdom,21,Leeds,GB-ENG,Fishing Bait,2024,en
3/31/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Bait,2024,en
4/7/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
4/14/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Bait,2024,en
4/21/2024,53.8007554,-1.5490774,United Kingdom,20,Leeds,GB-ENG,Fishing Bait,2024,en
4/28/2024,53.8007554,-1.5490774,United Kingdom,22,Leeds,GB-ENG,Fishing Bait,2024,en
5/5/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Bait,2024,en
5/12/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Bait,2024,en
5/19/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Bait,2024,en
5/26/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Bait,2024,en
6/2/2024,53.8007554,-1.5490774,United Kingdom,27,Leeds,GB-ENG,Fishing Bait,2024,en
6/9/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Bait,2024,en
6/16/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Bait,2024,en
6/23/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
6/30/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Bait,2024,en
7/7/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Bait,2024,en
7/14/2024,53.8007554,-1.5490774,United Kingdom,30,Leeds,GB-ENG,Fishing Bait,2024,en
7/21/2024,53.8007554,-1.5490774,United Kingdom,38,Leeds,GB-ENG,Fishing Bait,2024,en
7/28/2024,53.8007554,-1.5490774,United Kingdom,37,Leeds,GB-ENG,Fishing Bait,2024,en
8/4/2024,53.8007554,-1.5490774,United Kingdom,37,Leeds,GB-ENG,Fishing Bait,2024,en
8/11/2024,53.8007554,-1.5490774,United Kingdom,33,Leeds,GB-ENG,Fishing Bait,2024,en
8/18/2024,53.8007554,-1.5490774,United Kingdom,35,Leeds,GB-ENG,Fishing Bait,2024,en
8/25/2024,53.8007554,-1.5490774,United Kingdom,36,Leeds,GB-ENG,Fishing Bait,2024,en
9/1/2024,53.8007554,-1.5490774,United Kingdom,31,Leeds,GB-ENG,Fishing Bait,2024,en
9/8/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Bait,2024,en
9/15/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Bait,2024,en
9/22/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
9/29/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Bait,2024,en
10/6/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
10/13/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
10/20/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Bait,2024,en
10/27/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Bait,2024,en
11/3/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Bait,2024,en
11/10/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Bait,2024,en
11/17/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Fishing Bait,2024,en
11/24/2024,53.8007554,-1.5490774,United Kingdom,20,Leeds,GB-ENG,Fishing Bait,2024,en
12/1/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Bait,2024,en
12/8/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Fishing Bait,2024,en
12/15/2024,53.8007554,-1.5490774,United Kingdom,15,Leeds,GB-ENG,Fishing Bait,2024,en
12/22/2024,53.8007554,-1.5490774,United Kingdom,19,Leeds,GB-ENG,Fishing Bait,2024,en
12/29/2024,53.8007554,-1.5490774,United Kingdom,22,Leeds,GB-ENG,Fishing Bait,2024,en
12/31/2023,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Boat,2024,en
1/7/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
1/14/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Boat,2024,en
1/21/2024,53.8007554,-1.5490774,United Kingdom,26,Leeds,GB-ENG,Fishing Boat,2024,en
1/28/2024,53.8007554,-1.5490774,United Kingdom,22,Leeds,GB-ENG,Fishing Boat,2024,en
2/4/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
2/11/2024,53.8007554,-1.5490774,United Kingdom,27,Leeds,GB-ENG,Fishing Boat,2024,en
2/18/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Boat,2024,en
2/25/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
3/3/2024,53.8007554,-1.5490774,United Kingdom,21,Leeds,GB-ENG,Fishing Boat,2024,en
3/10/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Boat,2024,en
3/17/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
3/24/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Boat,2024,en
3/31/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Boat,2024,en
4/7/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Boat,2024,en
4/14/2024,53.8007554,-1.5490774,United Kingdom,30,Leeds,GB-ENG,Fishing Boat,2024,en
4/21/2024,53.8007554,-1.5490774,United Kingdom,27,Leeds,GB-ENG,Fishing Boat,2024,en
4/28/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Boat,2024,en
5/5/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Boat,2024,en
5/12/2024,53.8007554,-1.5490774,United Kingdom,30,Leeds,GB-ENG,Fishing Boat,2024,en
5/19/2024,53.8007554,-1.5490774,United Kingdom,34,Leeds,GB-ENG,Fishing Boat,2024,en
5/26/2024,53.8007554,-1.5490774,United Kingdom,30,Leeds,GB-ENG,Fishing Boat,2024,en
6/2/2024,53.8007554,-1.5490774,United Kingdom,29,Leeds,GB-ENG,Fishing Boat,2024,en
6/9/2024,53.8007554,-1.5490774,United Kingdom,30,Leeds,GB-ENG,Fishing Boat,2024,en
6/16/2024,53.8007554,-1.5490774,United Kingdom,34,Leeds,GB-ENG,Fishing Boat,2024,en
6/23/2024,53.8007554,-1.5490774,United Kingdom,35,Leeds,GB-ENG,Fishing Boat,2024,en
6/30/2024,53.8007554,-1.5490774,United Kingdom,27,Leeds,GB-ENG,Fishing Boat,2024,en
7/7/2024,53.8007554,-1.5490774,United Kingdom,33,Leeds,GB-ENG,Fishing Boat,2024,en
7/14/2024,53.8007554,-1.5490774,United Kingdom,32,Leeds,GB-ENG,Fishing Boat,2024,en
7/21/2024,53.8007554,-1.5490774,United Kingdom,37,Leeds,GB-ENG,Fishing Boat,2024,en
7/28/2024,53.8007554,-1.5490774,United Kingdom,38,Leeds,GB-ENG,Fishing Boat,2024,en
8/4/2024,53.8007554,-1.5490774,United Kingdom,38,Leeds,GB-ENG,Fishing Boat,2024,en
8/11/2024,53.8007554,-1.5490774,United Kingdom,40,Leeds,GB-ENG,Fishing Boat,2024,en
8/18/2024,53.8007554,-1.5490774,United Kingdom,40,Leeds,GB-ENG,Fishing Boat,2024,en
8/25/2024,53.8007554,-1.5490774,United Kingdom,37,Leeds,GB-ENG,Fishing Boat,2024,en
9/1/2024,53.8007554,-1.5490774,United Kingdom,35,Leeds,GB-ENG,Fishing Boat,2024,en
9/8/2024,53.8007554,-1.5490774,United Kingdom,32,Leeds,GB-ENG,Fishing Boat,2024,en
9/15/2024,53.8007554,-1.5490774,United Kingdom,32,Leeds,GB-ENG,Fishing Boat,2024,en
9/22/2024,53.8007554,-1.5490774,United Kingdom,31,Leeds,GB-ENG,Fishing Boat,2024,en
9/29/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Boat,2024,en
10/6/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Boat,2024,en
10/13/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Boat,2024,en
10/20/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
10/27/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Boat,2024,en
11/3/2024,53.8007554,-1.5490774,United Kingdom,25,Leeds,GB-ENG,Fishing Boat,2024,en
11/10/2024,53.8007554,-1.5490774,United Kingdom,23,Leeds,GB-ENG,Fishing Boat,2024,en
11/17/2024,53.8007554,-1.5490774,United Kingdom,21,Leeds,GB-ENG,Fishing Boat,2024,en
11/24/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Boat,2024,en
12/1/2024,53.8007554,-1.5490774,United Kingdom,22,Leeds,GB-ENG,Fishing Boat,2024,en
12/8/2024,53.8007554,-1.5490774,United Kingdom,18,Leeds,GB-ENG,Fishing Boat,2024,en
12/15/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Boat,2024,en
12/22/2024,53.8007554,-1.5490774,United Kingdom,24,Leeds,GB-ENG,Fishing Boat,2024,en
12/29/2024,53.8007554,-1.5490774,United Kingdom,28,Leeds,GB-ENG,Fishing Boat,2024,en
12/31/2023,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
1/7/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
1/14/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
1/21/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
1/28/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
2/4/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
2/11/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
2/18/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
2/25/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
3/3/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
3/10/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
3/17/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
3/24/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
3/31/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
4/7/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
4/14/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
4/21/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
4/28/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
5/5/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
5/12/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
5/19/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
5/26/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
6/2/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
6/9/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
6/16/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
6/23/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
6/30/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
7/7/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
7/14/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
7/21/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
7/28/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
8/4/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
8/11/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
8/18/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
8/25/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
9/1/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
9/8/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
9/15/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
9/22/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
9/29/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
10/6/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
10/13/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
10/20/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
10/27/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
11/3/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
11/10/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
11/17/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
11/24/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/1/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/8/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/15/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/22/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/29/2024,53.8007554,-1.5490774,United Kingdom,0,Leeds,GB-ENG,Fishing Conditions,2024,en
12/31/2023,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
1/7/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
1/14/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
1/21/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
1/28/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
2/4/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
2/11/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
2/18/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
2/25/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
3/3/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
3/10/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
3/17/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
3/24/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
3/31/2024,53.8007554,-1.5490774,United Kingdom,2,Leeds,GB-ENG,Fishing License,2024,en
4/7/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
4/14/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
4/21/2024,53.8007554,-1.5490774,United Kingdom,1,Leeds,GB-ENG,Fishing License,2024,en
4/28/2024,53.8007554,-1.5490774,United Kingdom,2,Leeds,GB-ENG,Fishing License,2024,en
5/5/2024,53.8007554,-1.5490774,United Kingdom,2,Leeds,GB-ENG,Fishing License,2024,en
5/12/2024,53.8007554,-1.5490774,United Kingdom,2,Leeds,GB-ENG,Fishing License,2024,en
5/19/2024,53.8007554,-1.5490774,United Kingdom,2,Leeds,GB-ENG,Fishing License,2024,en
